Epoch,Train Loss,Test Loss,Train Accuracy,Test Accuracy,Learning Rate
1,5.8012717962265015,3.4367154479026794,0.162962962962963,0.5333333333333333,[9.99999878153037e-05]
2,4.059258492787679,3.279567301273346,0.3629629629629629,0.39999999999999997,[9.999995126122076e-05]
3,2.755761444568634,2.045257019996643,0.37777777777777755,0.4999999999999999,[9.999989033776897e-05]
4,2.032286556561788,1.5234894722700119,0.3777777777777776,0.39999999999999997,[9.999980504497803e-05]
5,1.6007451348834567,1.6861579477787019,0.3962962962962966,0.5333333333333333,[9.999969538288951e-05]
6,1.4602900584538778,1.558814150094986,0.3666666666666666,0.5,[9.999956135155686e-05]
7,1.3269634736908806,1.29518903195858,0.38888888888888873,0.5,[9.999940295104543e-05]
8,1.2644258876641592,1.6795557975769042,0.38888888888888873,0.3666666666666666,[9.99992201814324e-05]
9,1.231974834865994,1.3785245299339295,0.42962962962962953,0.5,[9.999901304280684e-05]
10,1.2218414617909326,1.2761763334274292,0.3703703703703704,0.4666666666666666,[9.999878153526971e-05]
11,1.167020512289471,1.3129090666770935,0.44814814814814835,0.39999999999999997,[9.999852565893388e-05]
12,1.1630447659227583,1.3557004094123841,0.3962962962962962,0.4333333333333333,[9.9998245413924e-05]
13,1.1328803386953141,1.1167588517069817,0.40370370370370356,0.4666666666666666,[9.99979408003767e-05]
14,1.1487886279821395,1.1770889282226562,0.38888888888888895,0.4333333333333334,[9.999761181844045e-05]
15,1.1423598600758447,1.0694411009550095,0.4074074074074072,0.4666666666666666,[9.999725846827556e-05]
16,1.1274519999821981,1.0016514122486115,0.43703703703703717,0.5666666666666667,[9.999688075005428e-05]
17,1.094120125969251,1.0074562579393387,0.4629629629629629,0.4666666666666666,[9.999647866396069e-05]
18,1.0957837084929147,1.1054180920124055,0.462962962962963,0.5333333333333333,[9.999605221019077e-05]
19,1.0782651758856243,1.111587244272232,0.43333333333333335,0.5333333333333332,[9.999560138895234e-05]
20,1.1002252552244398,1.2584800451993943,0.4185185185185188,0.4,[9.999512620046518e-05]
21,1.0316506034798092,1.260159718990326,0.5296296296296296,0.5666666666666667,[9.999462664496083e-05]
22,1.0392427371607886,1.1185167253017425,0.4703703703703705,0.5999999999999999,[9.999410272268281e-05]
23,1.002110727628072,1.228782045841217,0.5370370370370372,0.5666666666666667,[9.999355443388645e-05]
24,1.0358871440092723,1.2070152461528778,0.488888888888889,0.5333333333333333,[9.999298177883897e-05]
25,1.0233919901980295,1.2773626416921615,0.4888888888888888,0.4999999999999999,[9.999238475781952e-05]
26,1.0653091410795847,1.3080159723758698,0.488888888888889,0.4,[9.999176337111904e-05]
27,1.074166895945867,1.4345119565725326,0.4481481481481481,0.4,[9.999111761904041e-05]
28,0.9872825685474608,1.3180423498153686,0.5185185185185187,0.6000000000000001,[9.999044750189834e-05]
29,0.977970979279942,1.3371351838111878,0.5333333333333332,0.4,[9.998975302001946e-05]
30,0.9776719800300069,0.9129497587680817,0.5,0.6333333333333333,[9.998903417374224e-05]
31,0.9447251621219847,1.2807923614978791,0.5592592592592593,0.5333333333333333,[9.998829096341702e-05]
32,0.9945783939626481,1.0759690523147583,0.525925925925926,0.5666666666666667,[9.998752338940608e-05]
33,0.9449025453792678,0.9076334983110428,0.5481481481481479,0.7,[9.998673145208347e-05]
34,0.999312170015441,0.8839720070362092,0.5222222222222223,0.5666666666666667,[9.998591515183521e-05]
35,0.8928966843419605,0.7918227136135101,0.5851851851851854,0.5333333333333333,[9.998507448905913e-05]
36,0.9482486675182978,1.0380714774131774,0.548148148148148,0.6666666666666667,[9.998420946416496e-05]
37,0.8895341727468703,1.0315719604492188,0.5666666666666665,0.5666666666666667,[9.998332007757432e-05]
38,0.8428845594326655,1.7493023872375488,0.6185185185185184,0.5,[9.998240632972069e-05]
39,0.9085159657729996,1.2033478438854217,0.5629629629629629,0.5333333333333334,[9.998146822104939e-05]
40,0.9487380392021603,1.2062071055173873,0.5259259259259261,0.6000000000000001,[9.998050575201767e-05]
41,0.9138738618956672,0.7755671858787536,0.5481481481481484,0.6666666666666667,[9.997951892309463e-05]
42,0.8523638567990727,0.7936000153422356,0.6148148148148148,0.6666666666666666,[9.99785077347612e-05]
43,0.783690643020802,0.7123476892709732,0.6555555555555556,0.7666666666666668,[9.997747218751026e-05]
44,0.7728320868685842,0.6749236404895782,0.6407407407407406,0.7666666666666668,[9.997641228184651e-05]
45,0.7595185113863813,0.9308183133602143,0.6296296296296298,0.6000000000000001,[9.997532801828654e-05]
46,0.7451046481314633,0.8594323217868804,0.6666666666666665,0.5666666666666667,[9.997421939735879e-05]
47,0.7569458406832483,0.6348098322749138,0.6592592592592592,0.8,[9.99730864196036e-05]
48,0.729187495364911,0.652698415517807,0.6740740740740738,0.7,[9.997192908557317e-05]
49,0.7642742663207981,0.922579750418663,0.6518518518518516,0.6333333333333333,[9.997074739583156e-05]
50,0.7926104815883769,0.9029754415154457,0.6296296296296294,0.6333333333333333,[9.996954135095475e-05]
